Program Year,CE ID,CE Name,ESC Region,Review ID,Review Date,Finding Area,Question Number,"Question
(For more details, USDA provides information on the forms referenced in this column on their Website.)"
2015 - 2016,05376,"RICHARD MILBURN ACADEMY TEXAS, INC.",20,21219,04/18/2016,400 - Meal Components and Quantities - Lunch,400,a. Were all required meal components available on every reimbursable meal service line to all participating students prior to the beginning of meal service?
2015 - 2016,05376,"RICHARD MILBURN ACADEMY TEXAS, INC.",20,21219,04/18/2016,800 - Civil Rights,810,Do appropriate Program materials use the non-discrimination statement?
2015 - 2016,00323,EASTLAND ISD,14,13761,04/19/2016,1100 - Smart Snacks in School,1105.,"a. Review 10% of the food and beverages sold during the review month. Do foods and beverages sold to students during the school day (defined as 12am on a day of instruction to 30 minutes after the end of the official school day), including a la carte foods and beverages sold during meal services, meet Smart Snack standards? (Includes food items sold during non-exempt fundraisers)  If NO, explain."
2015 - 2016,00323,EASTLAND ISD,14,13761,04/19/2016,1400 - Food Safety,1406,Were the selected relevant temperature logs available for review? If YES to specify which date was selected. If NO explain.
2015 - 2016,00323,EASTLAND ISD,14,13761,04/19/2016,1400 - Food Safety,1405,"Was the SFA's written food safety plan implemented?   If NO, explain."
2015 - 2016,00323,EASTLAND ISD,14,13761,04/19/2016,200 - Verification,215,a. Did the SFA complete verification by November 15?
2015 - 2016,00323,EASTLAND ISD,14,13761,04/19/2016,300 - Meal Counting and Claiming,314,"Is the SFA following their approved SFA-SA Agreement/application (including POS)?  If NO, explain."
2015 - 2016,00323,EASTLAND ISD,14,13761,04/19/2016,300 - Meal Counting and Claiming - Lunch,324,"a. Were there patterns in the free, reduced or paid meal counts which appear questionable?"
2015 - 2016,00323,EASTLAND ISD,14,13761,04/19/2016,300 - Meal Counting and Claiming - Lunch,325,"a. For the review period, complete S-1, 19."
2015 - 2016,00323,EASTLAND ISD,14,13761,04/19/2016,500 - Offer versus Serve,502,"Is there signage explaining what constitutes a reimbursable meal to students including the requirement to select at least 1/2 cup fruit or vegetable?  If NO, explain and list the technical assistance provided."
2015 - 2016,00323,EASTLAND ISD,14,13761,04/19/2016,Additional Review Questions,3,"Was the competitive procurement procedures used on purchases of $100,000 or more concerning RCCI and private schools and $50,000 concerning public schools?"
2015 - 2016,00323,EASTLAND ISD,14,13761,04/19/2016,Additional Review Questions,5.,Is the CE purchasing items as awarded?
2015 - 2016,00323,EASTLAND ISD,14,13761,04/19/2016,Additional Review Questions,1,"Does the CE have a certificate of debarment and suspension, lobbying and the clean air/clean water act in the competitive procurement options?"
2015 - 2016,00637,EDNA ISD,3,14060,04/19/2016,200 - Verification,211,"Does the SFA’s verification notification letter include all required information?   If NO, explain."
2015 - 2016,00637,EDNA ISD,3,14060,04/19/2016,800 - Civil Rights,806,"When was the SFA’s most recent civil rights training for staff who interact with program applicants or participants (i.e., cafeteria staff, F/R application approval staff) and their supervisors?    Provide supporting documentation for the responses."
2015 - 2016,00637,EDNA ISD,3,14060,04/19/2016,800 - Civil Rights,801,Does the School Food Authority have a Public Release?
2015 - 2016,00267,"KIPP DALLAS-FORT WORTH, INC. -FDP",10,18243,04/19/2016,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,00344,LA FE PREPARATORY SCHOOL,19,13780,04/19/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00344,LA FE PREPARATORY SCHOOL,19,13780,04/19/2016,1500 - Reporting and Recordkeeping,1502,"Did the SFA maintain sufficient records to document compliance with the paid lunch equity and revenue from nonprogram foods requirements?   If NO, explain."
2015 - 2016,00344,LA FE PREPARATORY SCHOOL,19,13780,04/19/2016,200 - Verification,212,"Did the SFA meet the follow-up requirements if the household failed to respond to the request for verification?  If NO, explain"
2015 - 2016,00344,LA FE PREPARATORY SCHOOL,19,13780,04/19/2016,200 - Verification,215,a. Did the SFA complete verification by November 15?
2015 - 2016,00344,LA FE PREPARATORY SCHOOL,19,13780,04/19/2016,800 - Civil Rights,806,"When was the SFA’s most recent civil rights training for staff who interact with program applicants or participants (i.e., cafeteria staff, F/R application approval staff) and their supervisors?    Provide supporting documentation for the responses."
2015 - 2016,00603,MILLER GROVE ISD,8,18229,04/19/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00603,MILLER GROVE ISD,8,18229,04/19/2016,1400 - Food Safety,1406,Were the selected relevant temperature logs available for review? If YES to specify which date was selected. If NO explain.
2015 - 2016,00603,MILLER GROVE ISD,8,18229,04/19/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,01311,SACRED HEART SCHOOL-UVALDE,20,18340,04/19/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01311,SACRED HEART SCHOOL-UVALDE,20,18340,04/19/2016,100 - Certification and Benefit Issuance,134,"Does the SFA perform Direct Certification matches according to the required timeframes?  If NO, how often are matches conducted?"
2015 - 2016,01311,SACRED HEART SCHOOL-UVALDE,20,18340,04/19/2016,1000 - Local School Wellness Policy,1000,"Does the SFA have a Local School Wellness Policy? If yes, provide a copy of the policy or enter the appropriate web address in the Comments section."
2015 - 2016,01311,SACRED HEART SCHOOL-UVALDE,20,18340,04/19/2016,1400 - Food Safety,1402,Is a copy of the written food safety plan available?
2015 - 2016,01311,SACRED HEART SCHOOL-UVALDE,20,18340,04/19/2016,1500 - Reporting and Recordkeeping,1502,"Did the SFA maintain sufficient records to document compliance with the paid lunch equity and revenue from nonprogram foods requirements?   If NO, explain."
2015 - 2016,01311,SACRED HEART SCHOOL-UVALDE,20,18340,04/19/2016,400 - Meal Components and Quantities - Breakfast,411,a. Do planned menu quantities meet meal pattern requirements for the review period?
2015 - 2016,01311,SACRED HEART SCHOOL-UVALDE,20,18340,04/19/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,01311,SACRED HEART SCHOOL-UVALDE,20,18340,04/19/2016,800 - Civil Rights,801,Does the School Food Authority have a Public Release?
2015 - 2016,01311,SACRED HEART SCHOOL-UVALDE,20,18340,04/19/2016,Resource Mgt Comprehensive Review (2016),5,"a. Validate the SFA’s Paid Lunch Equity calculations by cross-checking the data the reviewer gathered above with data used by the SFA.  If the data is different, verify the calculations by inputting the figures gathered from the SFA into the USDA Paid Lunch Equity Tool.  Did the SFA correctly determine the paid lunch pricing?"
2015 - 2016,01311,SACRED HEART SCHOOL-UVALDE,20,18340,04/19/2016,Resource Mgt Comprehensive Review (2016),7,Was the SFA able to separate its program food revenues from its nonprogram food revenues?
2015 - 2016,01311,SACRED HEART SCHOOL-UVALDE,20,18340,04/19/2016,Resource Mgt Comprehensive Review (2016),8,Was the SFA able to separate its program food costs from its nonprogram food costs?
2015 - 2016,01311,SACRED HEART SCHOOL-UVALDE,20,18340,04/19/2016,Resource Mgt Comprehensive Review (2016),1,"Review the year-end Statement of Revenues and Expenses from the nonprofit school food service account. Were general expenses reasonable, necessary, and allocable?"
2015 - 2016,00629,BORGER ISD,16,14052,04/20/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00277,DESOTO ISD,10,13715,04/20/2016,300 - Meal Counting and Claiming,316,All Schools for the Review Period
2015 - 2016,00638,GANADO ISD,3,14061,04/20/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00638,GANADO ISD,3,14061,04/20/2016,200 - Verification,203,Describe the SFA’s verification process (including SFA’s verification for cause process).
2015 - 2016,00638,GANADO ISD,3,14061,04/20/2016,200 - Verification,200,Obtain a copy of the SFA’s most recently submitted FNS-742 (Verification Collection Report).
2015 - 2016,00638,GANADO ISD,3,14061,04/20/2016,400 - Meal Components and Quantities - Lunch,402,Are the minimum daily quantity requirements met for the age/grade group being served?
2015 - 2016,00638,GANADO ISD,3,14061,04/20/2016,400 - Meal Components and Quantities - Lunch,402,Are the minimum daily quantity requirements met for the age/grade group being served?
2015 - 2016,00638,GANADO ISD,3,14061,04/20/2016,800 - Civil Rights,806,"When was the SFA’s most recent civil rights training for staff who interact with program applicants or participants (i.e., cafeteria staff, F/R application approval staff) and their supervisors?    Provide supporting documentation for the responses."
2015 - 2016,00638,GANADO ISD,3,14061,04/20/2016,800 - Civil Rights,803,"What is the SFA’s procedure for receiving and processing complaints alleging discrimination within FNS School Meal Programs?   If procedures are written, provide a copy."
2015 - 2016,01094,KNIPPA ISD,20,22216,04/20/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01094,KNIPPA ISD,20,22216,04/20/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,01094,KNIPPA ISD,20,22216,04/20/2016,700 - Resource Management (2016),706,Did the SFA complete a process to ensure its compliance with the net cash resources limitation to a level at or below three months’ average expenses? This process could include a current SA Approved Plan to address resources that exceed the net cash resource limitation.
2015 - 2016,00631,PLEMONS-STINNETT-PHILLIPS,16,14054,04/20/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00631,PLEMONS-STINNETT-PHILLIPS,16,14054,04/20/2016,100 - Certification and Benefit Issuance,128,"Are the correct conversion factors used when processing applications that indicate more than one income frequency?  If NO, explain."
2015 - 2016,00631,PLEMONS-STINNETT-PHILLIPS,16,14054,04/20/2016,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,00631,PLEMONS-STINNETT-PHILLIPS,16,14054,04/20/2016,200 - Verification,215,a. Did the SFA complete verification by November 15?
2015 - 2016,00631,PLEMONS-STINNETT-PHILLIPS,16,14054,04/20/2016,300 - Meal Counting and Claiming,314,"Is the SFA following their approved SFA-SA Agreement/application (including POS)?  If NO, explain."
2015 - 2016,00631,PLEMONS-STINNETT-PHILLIPS,16,14054,04/20/2016,900 - SFA On Site Monitoring,900,"How does the SFA ensure that all schools are meeting program requirements? For example, how and when is monitoring conducted?"
2015 - 2016,00326,RISING STAR ISD,14,13764,04/20/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00326,RISING STAR ISD,14,13764,04/20/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00326,RISING STAR ISD,14,13764,04/20/2016,Additional Review Questions,5.,Is the CE purchasing items as awarded?
2015 - 2016,00470,WEST HARDIN COUNTY CONS I,5,18199,04/20/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00680,FALLS CITY ISD,20,14101,04/21/2016,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,00680,FALLS CITY ISD,20,14101,04/21/2016,400 - Meal Components and Quantities - Breakfast,411,a. Do planned menu quantities meet meal pattern requirements for the review period?
2015 - 2016,00680,FALLS CITY ISD,20,14101,04/21/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00680,FALLS CITY ISD,20,14101,04/21/2016,700 - Resource Management (2016),714,Did the SFA generate at least as great a share of total revenue from nonprogram foods as nonprogram foods contributed to total food costs?
